id,location,fault_severity,severity_type,resource_type,log_feature,volume,event_type
9621,location 375,0,severity_type 2,resource_type 2,feature 313,20,event_type 35
3141,location 755,0,severity_type 1,resource_type 8,feature 55,4,event_type 11
13593,location 786,0,severity_type 1,resource_type 2,feature 239,2,event_type 24
15446,location 495,0,severity_type 2,resource_type 2,feature 312,19,event_type 35
8100,location 91,0,severity_type 2,resource_type 2,feature 227,2,event_type 35
8694,location 1015,1,severity_type 1,resource_type 8,feature 170,5,event_type 11
7151,location 834,0,severity_type 2,resource_type 8,feature 82,8,event_type 15
4496,location 693,1,severity_type 1,resource_type 8,feature 54,2,event_type 11
8408,location 790,0,severity_type 1,resource_type 2,feature 239,1,event_type 24
15952,location 1,1,severity_type 1,resource_type 8,feature 201,2,event_type 11
15580,location 798,2,severity_type 2,resource_type 8,feature 203,15,event_type 15
6221,location 909,2,severity_type 1,resource_type 8,feature 170,8,event_type 11
4642,location 793,0,severity_type 1,resource_type 8,feature 73,15,event_type 11
14545,location 465,0,severity_type 2,resource_type 2,feature 232,7,event_type 34
9587,location 967,1,severity_type 4,resource_type 8,feature 54,1,event_type 11
7919,location 724,1,severity_type 1,resource_type 8,feature 170,3,event_type 11
13384,location 139,1,severity_type 2,resource_type 2,feature 227,2,event_type 35
3053,location 793,0,severity_type 1,resource_type 8,feature 318,1,event_type 24
472,location 122,0,severity_type 2,resource_type 2,feature 233,7,event_type 35
811,location 314,0,severity_type 2,resource_type 2,feature 312,2,event_type 34
17966,location 795,0,severity_type 1,resource_type 2,feature 219,1,event_type 20
9770,location 696,0,severity_type 2,resource_type 8,feature 54,18,event_type 11
11806,location 479,0,severity_type 2,resource_type 2,feature 234,11,event_type 34
7108,location 1083,2,severity_type 1,resource_type 8,feature 68,2,event_type 11
16491,location 821,2,severity_type 2,resource_type 8,feature 193,2,event_type 15
8922,location 515,0,severity_type 2,resource_type 2,feature 232,99,event_type 35
14724,location 684,1,severity_type 2,resource_type 8,feature 203,18,event_type 15
7820,location 794,0,severity_type 1,resource_type 8,feature 47,3,event_type 14
13196,location 151,1,severity_type 2,resource_type 2,feature 232,2,event_type 35
1381,location 695,1,severity_type 1,resource_type 8,feature 68,1,event_type 11
17200,location 471,0,severity_type 2,resource_type 2,feature 313,4,event_type 34
914,location 714,1,severity_type 2,resource_type 8,feature 170,1,event_type 11
5891,location 839,0,severity_type 4,resource_type 8,feature 170,28,event_type 11
14452,location 484,0,severity_type 2,resource_type 2,feature 310,1,event_type 34
4493,location 821,0,severity_type 1,resource_type 8,feature 71,3,event_type 15
1822,location 1052,1,severity_type 1,resource_type 8,feature 71,1,event_type 15
4097,location 51,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
3815,location 995,2,severity_type 1,resource_type 8,feature 82,22,event_type 11
14397,location 122,0,severity_type 2,resource_type 2,feature 312,6,event_type 35
262,location 994,0,severity_type 2,resource_type 8,feature 73,1,event_type 11
10185,location 1052,2,severity_type 1,resource_type 8,feature 82,75,event_type 11
2464,location 7,0,severity_type 1,resource_type 8,feature 70,19,event_type 11
2725,location 460,1,severity_type 2,resource_type 2,feature 312,14,event_type 35
10474,location 481,0,severity_type 2,resource_type 2,feature 230,22,event_type 34
9198,location 653,2,severity_type 1,resource_type 8,feature 201,2,event_type 15
13354,location 1008,2,severity_type 2,resource_type 8,feature 203,14,event_type 15
12226,location 7,0,severity_type 1,resource_type 8,feature 70,6,event_type 11
12496,location 707,0,severity_type 2,resource_type 8,feature 71,6,event_type 15
2718,location 476,0,severity_type 2,resource_type 2,feature 233,1,event_type 34
4301,location 467,0,severity_type 2,resource_type 2,feature 312,6,event_type 34
11134,location 1083,0,severity_type 1,resource_type 8,feature 170,6,event_type 11
17653,location 1016,1,severity_type 1,resource_type 8,feature 182,1,event_type 11
11079,location 518,0,severity_type 2,resource_type 2,feature 229,1,event_type 34
8096,location 8,0,severity_type 1,resource_type 8,feature 56,2,event_type 15
4721,location 742,0,severity_type 1,resource_type 8,feature 201,2,event_type 15
6069,location 373,0,severity_type 2,resource_type 2,feature 312,27,event_type 35
15313,location 466,0,severity_type 2,resource_type 2,feature 312,3,event_type 35
18179,location 627,0,severity_type 1,resource_type 8,feature 306,3,event_type 11
10587,location 256,0,severity_type 2,resource_type 2,feature 232,1,event_type 35
660,location 124,0,severity_type 2,resource_type 2,feature 232,2,event_type 35
16476,location 881,0,severity_type 1,resource_type 8,feature 68,13,event_type 11
6013,location 126,0,severity_type 2,resource_type 2,feature 312,9,event_type 35
3072,location 118,0,severity_type 2,resource_type 2,feature 232,18,event_type 35
18215,location 931,0,severity_type 1,resource_type 8,feature 203,8,event_type 15
9294,location 140,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
12430,location 267,0,severity_type 2,resource_type 2,feature 227,1,event_type 35
412,location 1080,1,severity_type 1,resource_type 6,feature 273,2,event_type 11
5809,location 124,0,severity_type 2,resource_type 2,feature 312,2,event_type 34
8808,location 495,0,severity_type 2,resource_type 2,feature 316,1,event_type 34
4576,location 477,0,severity_type 2,resource_type 2,feature 314,37,event_type 34
7344,location 424,0,severity_type 2,resource_type 2,feature 315,1,event_type 34
3965,location 91,0,severity_type 2,resource_type 2,feature 235,162,event_type 34
12984,location 942,0,severity_type 1,resource_type 8,feature 273,1,event_type 13
6890,location 844,1,severity_type 1,resource_type 8,feature 206,2,event_type 11
10645,location 710,0,severity_type 2,resource_type 8,feature 73,2,event_type 11
8309,location 1104,0,severity_type 1,resource_type 2,feature 219,1,event_type 20
17659,location 1031,0,severity_type 1,resource_type 8,feature 170,6,event_type 11
836,location 128,0,severity_type 4,resource_type 2,feature 312,1,event_type 35
11692,location 628,0,severity_type 1,resource_type 8,feature 207,1,event_type 11
14575,location 768,0,severity_type 1,resource_type 8,feature 55,3,event_type 11
11586,location 1050,1,severity_type 4,resource_type 8,feature 163,1,event_type 11
9052,location 1100,0,severity_type 1,resource_type 8,feature 203,6,event_type 15
2932,location 957,1,severity_type 4,resource_type 2,feature 360,2,event_type 54
14215,location 692,0,severity_type 1,resource_type 8,feature 54,1,event_type 11
18536,location 821,0,severity_type 1,resource_type 8,feature 71,1,event_type 11
14795,location 469,0,severity_type 2,resource_type 2,feature 232,7,event_type 34
12215,location 122,0,severity_type 2,resource_type 2,feature 233,1,event_type 34
8179,location 839,0,severity_type 1,resource_type 8,feature 68,1,event_type 11
12194,location 1008,0,severity_type 2,resource_type 8,feature 203,2,event_type 15
12186,location 1093,0,severity_type 1,resource_type 8,feature 219,1,event_type 11
11594,location 479,0,severity_type 2,resource_type 2,feature 312,1,event_type 35
3346,location 277,0,severity_type 2,resource_type 2,feature 307,1,event_type 34
18155,location 124,0,severity_type 2,resource_type 2,feature 307,1,event_type 35
12908,location 444,0,severity_type 1,resource_type 2,feature 219,1,event_type 34
4960,location 821,0,severity_type 1,resource_type 8,feature 203,10,event_type 11
12046,location 627,0,severity_type 1,resource_type 8,feature 306,9,event_type 22
2832,location 1061,2,severity_type 2,resource_type 8,feature 82,4,event_type 15
6907,location 325,0,severity_type 1,resource_type 2,feature 301,1,event_type 35
14713,location 155,0,severity_type 2,resource_type 2,feature 301,2,event_type 34
12087,location 1100,2,severity_type 1,resource_type 8,feature 82,10,event_type 11
10809,location 893,0,severity_type 1,resource_type 2,feature 375,1,event_type 43
6754,location 696,0,severity_type 1,resource_type 8,feature 54,1,event_type 11
14182,location 1104,0,severity_type 2,resource_type 8,feature 80,1,event_type 15
13742,location 977,1,severity_type 5,resource_type 9,feature 133,3,event_type 30
7178,location 485,0,severity_type 2,resource_type 2,feature 312,11,event_type 35
2139,location 505,0,severity_type 2,resource_type 2,feature 313,11,event_type 35
7278,location 519,0,severity_type 2,resource_type 2,feature 312,8,event_type 34
10398,location 124,0,severity_type 2,resource_type 2,feature 315,1,event_type 34
9681,location 943,0,severity_type 1,resource_type 8,feature 170,6,event_type 11
12284,location 1031,1,severity_type 1,resource_type 8,feature 54,6,event_type 11
15001,location 1042,2,severity_type 2,resource_type 8,feature 82,10,event_type 15
14164,location 507,0,severity_type 2,resource_type 2,feature 314,4,event_type 34
17405,location 707,0,severity_type 2,resource_type 8,feature 71,1,event_type 15
9927,location 288,1,severity_type 1,resource_type 8,feature 94,1,event_type 11
439,location 842,0,severity_type 1,resource_type 2,feature 239,1,event_type 24
2731,location 845,0,severity_type 2,resource_type 8,feature 203,7,event_type 15
9501,location 1024,0,severity_type 1,resource_type 8,feature 73,5,event_type 11
14206,location 931,1,severity_type 1,resource_type 8,feature 82,3,event_type 15
5196,location 1107,0,severity_type 1,resource_type 8,feature 193,15,event_type 11
18448,location 9,0,severity_type 1,resource_type 8,feature 193,41,event_type 11
2817,location 600,0,severity_type 2,resource_type 8,feature 82,14,event_type 15
13615,location 1084,1,severity_type 1,resource_type 8,feature 170,1,event_type 11
11194,location 1032,1,severity_type 1,resource_type 8,feature 170,2,event_type 11
7848,location 390,1,severity_type 2,resource_type 2,feature 312,7,event_type 35
15143,location 124,0,severity_type 2,resource_type 2,feature 315,3,event_type 34
12912,location 491,0,severity_type 2,resource_type 2,feature 315,9,event_type 34
2241,location 470,0,severity_type 2,resource_type 8,feature 44,1,event_type 11
7740,location 821,1,severity_type 1,resource_type 8,feature 198,1,event_type 15
7828,location 684,1,severity_type 2,resource_type 8,feature 203,2,event_type 15
17080,location 839,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
6054,location 653,2,severity_type 2,resource_type 8,feature 82,12,event_type 15
8112,location 122,0,severity_type 2,resource_type 2,feature 235,2,event_type 35
14561,location 468,0,severity_type 2,resource_type 2,feature 312,5,event_type 34
16244,location 793,0,severity_type 2,resource_type 8,feature 195,3,event_type 11
794,location 646,0,severity_type 1,resource_type 8,feature 203,2,event_type 11
4913,location 380,0,severity_type 2,resource_type 2,feature 232,5,event_type 34
15706,location 691,0,severity_type 1,resource_type 8,feature 75,6,event_type 20
17636,location 834,2,severity_type 2,resource_type 8,feature 82,18,event_type 15
2866,location 931,2,severity_type 1,resource_type 8,feature 82,30,event_type 15
2282,location 704,2,severity_type 1,resource_type 8,feature 82,14,event_type 15
15141,location 919,1,severity_type 1,resource_type 8,feature 202,4,event_type 11
225,location 839,0,severity_type 1,resource_type 8,feature 68,12,event_type 11
14540,location 1026,1,severity_type 1,resource_type 6,feature 68,1,event_type 13
14948,location 1067,1,severity_type 1,resource_type 8,feature 54,2,event_type 11
14715,location 838,0,severity_type 2,resource_type 8,feature 55,1,event_type 11
2852,location 760,0,severity_type 2,resource_type 8,feature 54,2,event_type 11
6747,location 1019,0,severity_type 2,resource_type 8,feature 80,2,event_type 15
12050,location 860,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
10005,location 802,0,severity_type 1,resource_type 8,feature 54,1,event_type 13
841,location 949,1,severity_type 1,resource_type 8,feature 54,2,event_type 11
3785,location 963,0,severity_type 1,resource_type 8,feature 109,1,event_type 11
275,location 704,2,severity_type 2,resource_type 8,feature 203,8,event_type 15
16392,location 239,0,severity_type 2,resource_type 2,feature 232,4,event_type 34
8681,location 375,0,severity_type 2,resource_type 2,feature 313,33,event_type 35
9687,location 469,0,severity_type 2,resource_type 2,feature 232,44,event_type 34
13803,location 1117,0,severity_type 2,resource_type 8,feature 55,2,event_type 11
343,location 375,0,severity_type 2,resource_type 2,feature 233,5,event_type 34
13743,location 878,0,severity_type 1,resource_type 8,feature 195,83,event_type 11
9845,location 613,2,severity_type 1,resource_type 8,feature 71,1,event_type 15
4076,location 790,0,severity_type 1,resource_type 7,feature 134,1,event_type 23
656,location 481,0,severity_type 2,resource_type 2,feature 310,29,event_type 34
6147,location 897,1,severity_type 1,resource_type 2,feature 375,1,event_type 43
12267,location 957,0,severity_type 2,resource_type 8,feature 202,2,event_type 11
1262,location 902,1,severity_type 1,resource_type 8,feature 273,1,event_type 11
7268,location 821,1,severity_type 2,resource_type 8,feature 203,1,event_type 15
15161,location 1095,0,severity_type 1,resource_type 10,feature 179,2,event_type 18
11400,location 827,1,severity_type 1,resource_type 8,feature 55,1,event_type 11
4236,location 885,0,severity_type 2,resource_type 8,feature 73,11,event_type 11
15730,location 1078,0,severity_type 2,resource_type 8,feature 202,1,event_type 11
5112,location 704,2,severity_type 1,resource_type 8,feature 193,1,event_type 11
9363,location 1034,0,severity_type 1,resource_type 8,feature 54,3,event_type 11
7290,location 600,0,severity_type 2,resource_type 8,feature 203,2,event_type 15
13660,location 638,0,severity_type 1,resource_type 2,feature 283,3,event_type 42
2409,location 912,1,severity_type 1,resource_type 8,feature 170,1,event_type 11
18440,location 603,1,severity_type 1,resource_type 8,feature 170,24,event_type 11
13239,location 1030,0,severity_type 2,resource_type 8,feature 54,1,event_type 11
12291,location 664,0,severity_type 1,resource_type 8,feature 171,7,event_type 11
14858,location 756,1,severity_type 1,resource_type 8,feature 87,3,event_type 11
7330,location 485,0,severity_type 2,resource_type 2,feature 312,5,event_type 35
17362,location 851,0,severity_type 1,resource_type 6,feature 68,6,event_type 13
1210,location 448,0,severity_type 1,resource_type 2,feature 232,2,event_type 34
2878,location 373,0,severity_type 2,resource_type 2,feature 232,75,event_type 35
4152,location 1107,0,severity_type 2,resource_type 8,feature 82,2,event_type 15
2622,location 137,0,severity_type 2,resource_type 2,feature 312,2,event_type 11
9462,location 914,2,severity_type 1,resource_type 8,feature 170,8,event_type 11
15985,location 460,1,severity_type 2,resource_type 2,feature 312,5,event_type 34
11376,location 477,0,severity_type 2,resource_type 2,feature 312,11,event_type 35
6567,location 763,0,severity_type 2,resource_type 8,feature 203,12,event_type 15
13097,location 445,0,severity_type 2,resource_type 2,feature 232,8,event_type 35
16084,location 573,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
3456,location 924,2,severity_type 1,resource_type 6,feature 222,1,event_type 11
4221,location 126,0,severity_type 2,resource_type 2,feature 235,5,event_type 35
15977,location 866,2,severity_type 1,resource_type 8,feature 209,2,event_type 11
958,location 313,0,severity_type 2,resource_type 2,feature 313,2,event_type 34
5405,location 469,0,severity_type 2,resource_type 2,feature 234,10,event_type 34
3913,location 123,0,severity_type 2,resource_type 2,feature 312,1,event_type 34
16379,location 468,0,severity_type 2,resource_type 2,feature 232,10,event_type 35
13728,location 821,0,severity_type 1,resource_type 8,feature 82,7,event_type 15
13641,location 790,0,severity_type 4,resource_type 7,feature 306,1,event_type 23
8262,location 519,0,severity_type 2,resource_type 2,feature 235,1,event_type 34
615,location 445,1,severity_type 2,resource_type 2,feature 232,4,event_type 35
6640,location 667,0,severity_type 1,resource_type 2,feature 219,1,event_type 20
15214,location 919,0,severity_type 4,resource_type 2,feature 362,2,event_type 54
377,location 735,0,severity_type 1,resource_type 8,feature 70,3,event_type 11
9192,location 441,0,severity_type 2,resource_type 2,feature 232,2,event_type 35
15390,location 242,0,severity_type 2,resource_type 2,feature 234,2,event_type 34
2068,location 735,0,severity_type 1,resource_type 8,feature 191,1,event_type 11
1482,location 22,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
14888,location 465,0,severity_type 2,resource_type 2,feature 232,24,event_type 34
17378,location 532,0,severity_type 4,resource_type 3,feature 39,2,event_type 27
14406,location 661,0,severity_type 1,resource_type 7,feature 170,1,event_type 11
11336,location 135,0,severity_type 2,resource_type 2,feature 315,1,event_type 35
3201,location 102,0,severity_type 4,resource_type 2,feature 312,1,event_type 35
715,location 445,0,severity_type 2,resource_type 2,feature 232,11,event_type 35
1582,location 476,0,severity_type 2,resource_type 2,feature 309,45,event_type 35
18117,location 706,0,severity_type 1,resource_type 8,feature 54,1,event_type 11
4566,location 794,0,severity_type 1,resource_type 7,feature 223,1,event_type 23
1044,location 744,0,severity_type 4,resource_type 7,feature 306,1,event_type 23
4227,location 382,1,severity_type 4,resource_type 2,feature 312,1,event_type 35
3092,location 381,0,severity_type 1,resource_type 2,feature 219,1,event_type 35
1762,location 1053,1,severity_type 1,resource_type 8,feature 172,2,event_type 11
9289,location 742,0,severity_type 2,resource_type 8,feature 201,6,event_type 54
2099,location 897,0,severity_type 4,resource_type 2,feature 376,1,event_type 44
7603,location 477,0,severity_type 2,resource_type 2,feature 229,3,event_type 34
13147,location 7,0,severity_type 1,resource_type 8,feature 70,1,event_type 11
16953,location 242,0,severity_type 2,resource_type 2,feature 312,27,event_type 34
15346,location 891,0,severity_type 1,resource_type 8,feature 195,2,event_type 11
971,location 485,0,severity_type 2,resource_type 2,feature 312,4,event_type 34
9580,location 856,1,severity_type 1,resource_type 8,feature 68,1,event_type 11
5564,location 891,0,severity_type 1,resource_type 8,feature 195,7,event_type 11
2082,location 1099,2,severity_type 1,resource_type 8,feature 165,2,event_type 11
2197,location 916,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
6390,location 763,0,severity_type 2,resource_type 8,feature 193,1,event_type 15
1211,location 83,1,severity_type 1,resource_type 8,feature 55,2,event_type 11
12069,location 243,0,severity_type 2,resource_type 2,feature 229,1,event_type 35
4933,location 704,0,severity_type 2,resource_type 8,feature 71,2,event_type 15
9774,location 704,1,severity_type 2,resource_type 8,feature 82,8,event_type 15
1126,location 1019,0,severity_type 1,resource_type 8,feature 172,1,event_type 11
5419,location 116,0,severity_type 4,resource_type 2,feature 312,1,event_type 35
9953,location 465,0,severity_type 2,resource_type 2,feature 232,45,event_type 34
2723,location 67,1,severity_type 2,resource_type 8,feature 55,5,event_type 11
9234,location 818,1,severity_type 2,resource_type 8,feature 54,4,event_type 11
13564,location 135,0,severity_type 2,resource_type 2,feature 312,10,event_type 35
12336,location 653,0,severity_type 1,resource_type 8,feature 82,6,event_type 15
6067,location 627,0,severity_type 2,resource_type 7,feature 305,6,event_type 23
5702,location 938,1,severity_type 1,resource_type 8,feature 202,4,event_type 11
9312,location 326,0,severity_type 4,resource_type 2,feature 313,1,event_type 35
11037,location 1008,2,severity_type 2,resource_type 8,feature 80,2,event_type 15
16609,location 122,0,severity_type 2,resource_type 2,feature 235,1,event_type 34
2458,location 1100,1,severity_type 1,resource_type 8,feature 82,124,event_type 11
8762,location 1086,0,severity_type 2,resource_type 8,feature 82,8,event_type 15
9494,location 253,1,severity_type 1,resource_type 2,feature 301,1,event_type 35
11718,location 976,2,severity_type 2,resource_type 8,feature 82,6,event_type 15
11730,location 976,1,severity_type 2,resource_type 8,feature 80,2,event_type 15
16316,location 283,0,severity_type 2,resource_type 2,feature 227,1,event_type 35
3000,location 921,1,severity_type 2,resource_type 8,feature 82,6,event_type 15
17130,location 972,1,severity_type 4,resource_type 7,feature 306,2,event_type 23
3341,location 1107,0,severity_type 2,resource_type 8,feature 82,48,event_type 15
16464,location 520,0,severity_type 2,resource_type 2,feature 232,7,event_type 34
6595,location 803,1,severity_type 1,resource_type 8,feature 170,4,event_type 11
15941,location 124,0,severity_type 2,resource_type 2,feature 307,1,event_type 35
8832,location 886,1,severity_type 1,resource_type 8,feature 273,1,event_type 13
10404,location 821,0,severity_type 1,resource_type 8,feature 193,4,event_type 15
961,location 925,0,severity_type 1,resource_type 8,feature 54,155,event_type 11
11042,location 899,0,severity_type 1,resource_type 2,feature 375,1,event_type 44
2117,location 963,0,severity_type 1,resource_type 8,feature 195,3,event_type 11
10829,location 1045,0,severity_type 1,resource_type 8,feature 172,3,event_type 11
16807,location 20,1,severity_type 1,resource_type 8,feature 134,1,event_type 11
6440,location 1052,1,severity_type 1,resource_type 8,feature 82,32,event_type 15
3345,location 249,0,severity_type 2,resource_type 2,feature 312,2,event_type 35
3131,location 505,0,severity_type 2,resource_type 2,feature 313,3,event_type 34
14108,location 1050,0,severity_type 2,resource_type 8,feature 75,5,event_type 11
7970,location 1079,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
10516,location 1007,1,severity_type 1,resource_type 2,feature 183,1,event_type 11
6074,location 1075,2,severity_type 2,resource_type 8,feature 203,10,event_type 15
5949,location 624,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
17196,location 919,0,severity_type 1,resource_type 8,feature 81,4,event_type 11
9525,location 298,1,severity_type 2,resource_type 2,feature 232,2,event_type 35
12612,location 108,1,severity_type 2,resource_type 2,feature 233,1,event_type 35
10892,location 853,0,severity_type 2,resource_type 8,feature 68,2,event_type 11
9792,location 962,2,severity_type 1,resource_type 8,feature 82,8,event_type 15
789,location 810,2,severity_type 2,resource_type 8,feature 203,5,event_type 15
702,location 976,0,severity_type 1,resource_type 8,feature 82,10,event_type 5
9626,location 1063,0,severity_type 1,resource_type 8,feature 73,1,event_type 11
13971,location 126,0,severity_type 2,resource_type 2,feature 233,6,event_type 34
15875,location 424,1,severity_type 1,resource_type 2,feature 44,2,event_type 11
12506,location 619,0,severity_type 1,resource_type 8,feature 54,267,event_type 11
11813,location 518,0,severity_type 2,resource_type 2,feature 309,7,event_type 35
11084,location 262,0,severity_type 1,resource_type 2,feature 219,1,event_type 20
2827,location 300,0,severity_type 1,resource_type 2,feature 301,1,event_type 35
10693,location 240,0,severity_type 2,resource_type 2,feature 221,1,event_type 34
3988,location 1038,1,severity_type 1,resource_type 8,feature 54,2,event_type 11
4423,location 767,1,severity_type 1,resource_type 6,feature 345,4,event_type 13
18482,location 1050,0,severity_type 2,resource_type 8,feature 75,1,event_type 22
11298,location 984,0,severity_type 2,resource_type 8,feature 68,1,event_type 11
8714,location 118,0,severity_type 2,resource_type 2,feature 232,8,event_type 35
10755,location 722,1,severity_type 1,resource_type 8,feature 54,2,event_type 11
4125,location 242,0,severity_type 2,resource_type 2,feature 234,65,event_type 35
9722,location 1019,1,severity_type 2,resource_type 8,feature 82,1,event_type 15
5954,location 1044,0,severity_type 2,resource_type 8,feature 73,1,event_type 11
2784,location 895,2,severity_type 1,resource_type 2,feature 375,29,event_type 44
6885,location 535,2,severity_type 1,resource_type 8,feature 134,1,event_type 11
17139,location 893,0,severity_type 1,resource_type 2,feature 290,1,event_type 42
12537,location 1042,0,severity_type 2,resource_type 8,feature 82,48,event_type 15
7676,location 995,2,severity_type 1,resource_type 8,feature 80,2,event_type 15
8026,location 509,0,severity_type 2,resource_type 2,feature 312,18,event_type 34
3042,location 305,0,severity_type 4,resource_type 2,feature 312,1,event_type 35
3831,location 374,0,severity_type 2,resource_type 2,feature 232,68,event_type 34
1839,location 9,0,severity_type 2,resource_type 8,feature 71,2,event_type 54
3946,location 976,2,severity_type 2,resource_type 8,feature 203,6,event_type 15
1892,location 309,0,severity_type 4,resource_type 2,feature 312,2,event_type 35
12675,location 1107,1,severity_type 1,resource_type 8,feature 82,37,event_type 15
4856,location 820,1,severity_type 1,resource_type 2,feature 220,3,event_type 21
10957,location 836,0,severity_type 2,resource_type 8,feature 195,1,event_type 11
3919,location 814,0,severity_type 1,resource_type 8,feature 70,7,event_type 11
15479,location 893,0,severity_type 1,resource_type 2,feature 290,2,event_type 42
17701,location 803,1,severity_type 1,resource_type 8,feature 170,1,event_type 11
18232,location 380,0,severity_type 2,resource_type 2,feature 232,6,event_type 35
242,location 1031,0,severity_type 1,resource_type 8,feature 182,1,event_type 11
17890,location 83,1,severity_type 1,resource_type 2,feature 359,1,event_type 54
10426,location 563,0,severity_type 2,resource_type 8,feature 55,6,event_type 11
14682,location 627,0,severity_type 4,resource_type 7,feature 306,1,event_type 23
10844,location 1011,1,severity_type 1,resource_type 8,feature 196,6,event_type 11
3199,location 1117,0,severity_type 1,resource_type 8,feature 68,1,event_type 11
2734,location 1010,0,severity_type 1,resource_type 8,feature 73,5,event_type 11
10658,location 1015,0,severity_type 1,resource_type 8,feature 170,1,event_type 11
11696,location 744,2,severity_type 1,resource_type 8,feature 90,1,event_type 14
10379,location 126,0,severity_type 2,resource_type 2,feature 307,1,event_type 34
9906,location 560,1,severity_type 1,resource_type 8,feature 171,11,event_type 11
18220,location 1008,0,severity_type 1,resource_type 8,feature 203,19,event_type 11
4034,location 507,0,severity_type 2,resource_type 2,feature 312,21,event_type 34
6652,location 385,1,severity_type 2,resource_type 2,feature 312,1,event_type 35
4936,location 794,0,severity_type 1,resource_type 8,feature 163,2,event_type 11
12533,location 373,0,severity_type 2,resource_type 2,feature 312,17,event_type 35
636,location 102,1,severity_type 2,resource_type 2,feature 312,1,event_type 34
9897,location 500,0,severity_type 2,resource_type 2,feature 232,1,event_type 34
5061,location 251,0,severity_type 1,resource_type 2,feature 219,2,event_type 20
580,location 89,1,severity_type 2,resource_type 2,feature 312,4,event_type 35
16677,location 878,0,severity_type 1,resource_type 8,feature 73,3,event_type 11
3396,location 895,1,severity_type 1,resource_type 2,feature 293,1,event_type 43
3823,location 734,0,severity_type 1,resource_type 8,feature 193,3,event_type 11
12097,location 812,0,severity_type 1,resource_type 8,feature 167,4,event_type 11
12073,location 469,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
18355,location 169,0,severity_type 2,resource_type 2,feature 232,5,event_type 35
11637,location 479,0,severity_type 1,resource_type 2,feature 211,1,event_type 35
9907,location 1008,0,severity_type 2,resource_type 8,feature 80,1,event_type 15
3339,location 723,0,severity_type 2,resource_type 8,feature 68,1,event_type 11
11328,location 734,2,severity_type 1,resource_type 8,feature 71,6,event_type 15
1768,location 943,1,severity_type 1,resource_type 8,feature 170,1,event_type 11
8259,location 943,1,severity_type 1,resource_type 8,feature 170,2,event_type 11
17633,location 684,2,severity_type 2,resource_type 8,feature 82,50,event_type 15
17315,location 288,0,severity_type 1,resource_type 8,feature 44,2,event_type 34
1072,location 1086,2,severity_type 2,resource_type 8,feature 82,8,event_type 15
14996,location 763,2,severity_type 1,resource_type 8,feature 196,1,event_type 15
13779,location 441,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
17142,location 475,0,severity_type 2,resource_type 2,feature 234,7,event_type 34
57,location 1075,1,severity_type 1,resource_type 8,feature 201,3,event_type 15
6083,location 893,0,severity_type 1,resource_type 2,feature 291,34,event_type 43
10715,location 902,1,severity_type 1,resource_type 8,feature 53,3,event_type 11
2535,location 805,0,severity_type 1,resource_type 8,feature 191,4,event_type 11
16521,location 810,1,severity_type 2,resource_type 8,feature 82,19,event_type 15
11330,location 1036,0,severity_type 2,resource_type 8,feature 167,1,event_type 15
5214,location 745,2,severity_type 1,resource_type 6,feature 345,1,event_type 11
13623,location 206,0,severity_type 1,resource_type 2,feature 301,1,event_type 35
12745,location 821,1,severity_type 1,resource_type 8,feature 193,1,event_type 11
8609,location 270,1,severity_type 2,resource_type 2,feature 233,2,event_type 35
12657,location 653,0,severity_type 1,resource_type 2,feature 82,19,event_type 15
11359,location 114,1,severity_type 1,resource_type 2,feature 301,1,event_type 20
2648,location 834,1,severity_type 2,resource_type 8,feature 203,4,event_type 15
15831,location 834,0,severity_type 2,resource_type 8,feature 82,74,event_type 15
6686,location 56,0,severity_type 5,resource_type 3,feature 37,1,event_type 10
2335,location 147,0,severity_type 2,resource_type 2,feature 232,6,event_type 34
5976,location 962,0,severity_type 2,resource_type 8,feature 82,2,event_type 15
5888,location 450,0,severity_type 2,resource_type 2,feature 232,2,event_type 34
266,location 879,0,severity_type 2,resource_type 8,feature 73,2,event_type 11
11791,location 638,2,severity_type 1,resource_type 2,feature 291,13,event_type 44
7119,location 72,1,severity_type 1,resource_type 8,feature 55,2,event_type 11
16814,location 738,1,severity_type 2,resource_type 8,feature 63,1,event_type 54
8234,location 1019,1,severity_type 2,resource_type 8,feature 203,1,event_type 15
11790,location 1019,0,severity_type 1,resource_type 8,feature 82,12,event_type 11
4394,location 839,1,severity_type 1,resource_type 8,feature 54,1,event_type 11
89,location 253,0,severity_type 4,resource_type 2,feature 131,1,event_type 35
13989,location 507,0,severity_type 2,resource_type 2,feature 227,2,event_type 35
10703,location 955,0,severity_type 1,resource_type 8,feature 171,6,event_type 11
3133,location 646,0,severity_type 1,resource_type 8,feature 82,2,event_type 11
16433,location 931,1,severity_type 1,resource_type 8,feature 201,2,event_type 11
5458,location 534,0,severity_type 4,resource_type 3,feature 153,4,event_type 10
