fault_severity,location,log_feature,volume,event_type
0,463,140,3,22
0,99,73,2,1
0,504,98,6,22
0,391,141,1,23
0,117,190,3,1
0,786,213,20,5
0,834,171,2,29
0,487,143,2,23
0,742,65,2,1
0,435,98,2,23
0,749,64,3,1
0,457,99,2,22
0,614,213,2,5
0,139,144,5,22
0,835,174,6,30
0,662,202,7,5
0,686,211,2,5
0,476,100,1,22
0,715,189,1,1
0,654,21,1,8
0,480,141,1,23
0,20,99,1,23
0,658,21,1,8
0,656,63,2,1
0,487,101,1,22
0,672,21,1,8
0,457,146,2,23
0,303,132,1,22
0,488,144,2,22
0,135,100,1,22
0,820,191,1,1
0,137,146,3,23
0,686,64,3,1
0,415,146,1,22
0,433,98,3,23
0,142,89,1,10
0,451,143,1,22
0,135,144,3,22
0,157,144,2,22
0,756,201,4,1
0,490,143,6,22
0,687,201,2,1
0,457,99,1,23
0,483,143,2,22
0,832,203,4,1
0,841,64,1,5
0,246,98,40,22
0,26,198,5,1
0,163,132,2,23
0,139,146,2,22
0,871,72,1,5
0,481,95,3,22
0,443,143,2,23
0,433,98,11,23
0,734,203,13,1
0,9,203,1,1
0,480,144,25,22
0,645,189,1,1
0,157,144,2,22
0,141,99,1,23
0,490,143,2,22
0,457,99,4,23
0,353,143,1,23
0,20,100,1,22
0,436,98,3,23
0,908,85,1,8
0,246,143,29,23
0,168,98,12,22
0,840,120,1,28
0,42,74,6,5
0,288,98,2,23
0,734,65,9,1
0,681,199,4,1
0,289,98,2,22
0,742,65,4,1
0,492,98,5,22
0,51,213,10,5
0,666,50,2,1
0,880,48,6,1
0,460,101,1,22
0,606,174,4,30
0,32,48,6,1
0,368,98,70,23
0,459,144,1,22
0,472,98,10,22
0,408,132,2,23
0,482,144,27,23
0,518,33,2,0
0,752,202,1,1
0,137,146,1,23
0,43,203,1,1
0,84,199,3,1
0,375,98,3,22
0,606,172,3,28
0,687,63,1,1
0,246,143,7,23
0,257,143,7,22
0,467,141,26,23
0,53,203,2,1
0,689,179,2,1
0,89,189,2,1
0,42,74,2,5
0,488,144,3,22
0,139,99,5,23
0,157,144,1,22
0,453,138,3,22
0,841,64,3,5
0,481,99,4,22
0,572,189,1,1
0,166,143,8,23
0,658,189,2,1
0,159,98,5,23
0,734,203,11,1
0,466,139,25,23
0,108,202,9,5
0,51,211,6,5
0,818,203,1,1
0,769,189,1,1
0,451,143,3,22
0,458,143,3,22
0,131,98,1,23
0,835,171,6,28
0,8,213,14,5
0,764,202,3,5
0,482,146,5,22
0,457,98,2,22
0,472,98,3,23
0,11,203,1,1
0,137,138,2,22
0,606,167,1,32
0,20,145,2,23
0,472,98,20,23
0,734,65,9,1
0,476,101,5,22
0,242,138,2,23
0,137,98,1,22
0,662,202,3,5
0,734,203,15,1
0,773,199,1,1
0,141,143,1,22
0,467,94,22,22
0,483,146,1,23
0,470,143,17,22
0,274,144,1,22
0,831,203,1,1
0,697,87,1,9
0,504,143,6,22
0,689,179,5,1
0,461,100,13,22
0,469,96,1,23
0,773,218,2,1
0,46,190,1,1
0,512,143,1,23
0,832,203,3,1
0,859,98,2,22
0,451,100,2,23
0,375,143,3,23
0,11,203,5,1
0,363,143,2,23
0,835,172,7,29
0,8,211,4,5
0,280,99,2,22
0,472,98,2,23
0,139,144,8,23
0,369,98,68,22
0,141,99,4,22
0,709,66,2,5
0,470,143,1,22
0,464,80,2,22
0,504,144,2,23
0,128,143,2,22
0,20,139,1,22
0,493,143,1,22
0,557,203,7,1
0,465,143,1,23
0,158,93,1,22
0,229,138,3,23
0,837,172,3,29
0,764,74,2,1
0,450,98,8,22
0,840,172,2,30
0,242,99,3,22
0,678,189,1,1
0,131,98,14,23
0,139,101,1,23
0,490,98,4,23
0,569,74,10,5
0,735,42,4,1
0,294,143,1,23
0,159,98,1,22
0,452,143,6,22
0,228,98,1,23
0,448,143,4,23
0,633,190,2,1
0,746,63,1,1
0,457,99,2,22
0,142,89,1,10
0,189,144,1,22
0,739,213,30,5
0,433,98,1,23
0,272,144,1,22
0,487,99,1,23
0,459,101,4,22
0,927,48,5,1
0,463,80,1,22
0,470,98,5,23
0,4,85,1,8
0,192,143,1,23
0,882,190,1,1
0,443,143,3,23
0,246,143,32,23
0,764,202,2,5
0,399,144,1,23
0,325,132,1,23
0,308,143,2,23
0,272,143,1,22
0,579,202,1,5
0,31,189,1,1
0,246,143,21,23
0,434,143,2,22
0,20,146,2,22
0,243,144,1,23
0,152,139,1,23
0,8,213,7,5
0,735,183,2,1
0,137,98,1,22
0,742,65,2,1
0,467,94,28,22
0,246,143,22,22
0,304,143,1,23
0,251,98,2,22
0,775,213,18,5
0,774,189,2,1
0,469,98,4,22
0,303,132,1,23
0,34,189,6,1
0,756,63,1,1
0,321,143,1,22
0,744,199,1,1
0,27,48,2,1
0,7,211,1,5
0,664,65,2,1
0,8,74,3,1
0,817,199,1,1
0,811,21,2,8
0,766,202,1,1
0,184,144,1,23
0,170,143,6,22
0,99,201,2,1
0,870,211,4,5
0,475,101,7,22
0,571,49,2,1
0,15,189,4,1
0,189,99,1,22
0,665,65,1,1
0,442,143,3,22
0,377,98,3,23
0,503,143,1,22
0,465,143,1,23
0,844,137,1,11
0,487,146,2,23
0,746,186,3,1
0,569,74,3,5
0,31,199,1,1
0,870,211,1,5
0,230,138,1,22
0,146,146,1,23
0,659,213,10,5
0,20,139,1,23
0,662,64,2,5
0,614,213,8,5
0,893,49,2,1
0,470,101,3,23
0,750,64,2,5
0,644,202,1,1
0,20,94,4,23
0,443,100,2,23
0,880,48,6,1
0,786,74,2,5
0,166,98,11,23
0,171,48,1,1
0,145,146,1,22
0,406,138,1,23
0,391,138,1,23
0,131,98,19,23
0,450,143,43,22
0,831,203,2,1
0,734,65,15,1
1,320,143,2,22
1,115,203,1,1
1,659,74,2,5
1,129,143,1,22
1,840,171,1,28
1,775,74,2,1
1,787,213,14,5
1,47,189,2,1
1,795,48,2,1
1,912,84,2,19
1,876,213,1,1
1,786,74,6,5
1,15,189,3,1
1,657,48,1,1
1,856,48,2,1
1,690,68,1,1
1,17,48,2,1
1,31,48,1,1
1,880,48,2,1
1,927,48,2,1
1,911,74,2,5
1,893,73,4,1
1,709,213,8,5
1,633,49,8,1
1,51,213,6,5
1,129,143,1,22
1,704,199,1,1
1,213,98,1,22
1,240,143,1,22
1,920,199,1,1
1,702,48,5,1
1,731,85,1,0
1,614,74,1,5
1,86,74,2,5
1,51,213,5,5
1,15,189,6,1
1,787,213,14,5
1,325,139,3,23
1,377,143,3,22
1,42,74,3,5
1,145,143,1,22
1,34,189,2,1
1,51,213,5,5
1,605,124,1,37
1,731,85,1,0
1,115,203,1,1
1,8,211,4,5
1,821,115,2,3
1,146,98,3,23
1,8,211,1,5
1,836,126,2,28
1,774,199,1,1
1,606,169,3,32
1,836,129,1,29
1,566,213,2,5
1,39,189,2,1
1,163,98,1,22
1,51,211,3,1
1,406,138,2,22
1,166,98,1,22
1,833,127,5,30
1,858,73,4,1
1,881,48,4,1
1,787,213,16,5
1,786,74,3,5
1,157,98,1,23
1,445,145,1,23
1,918,115,1,3
1,64,72,2,1
1,659,213,8,5
1,860,74,2,5
1,585,48,1,1
1,887,93,1,23
1,297,98,1,23
1,91,199,1,1
1,689,179,2,1
1,613,211,2,5
1,290,98,1,23
1,42,74,2,5
1,778,199,1,3
1,695,48,3,1
1,39,189,2,1
1,775,74,1,5
1,735,90,1,11
1,920,199,1,1
1,301,143,2,22
1,66,48,1,1
1,606,166,1,30
1,739,213,4,5
1,230,143,2,23
1,76,72,2,5
1,429,143,1,23
1,34,189,2,1
1,99,73,4,1
1,32,189,1,1
1,690,68,1,1
1,752,64,1,5
1,817,199,1,1
1,407,138,1,22
1,605,124,1,37
1,702,199,1,1
1,775,74,4,5
1,764,204,2,5
1,569,213,24,5
1,926,72,1,5
1,858,73,4,1
1,17,48,1,1
1,766,64,1,5
1,675,190,2,1
1,633,49,8,1
1,659,213,13,5
1,881,189,2,1
1,876,73,1,1
1,614,211,2,5
1,18,211,11,5
1,326,144,2,22
1,66,48,1,1
1,27,199,5,1
1,292,144,1,22
1,569,74,5,5
1,146,98,3,23
1,787,74,3,5
1,297,98,1,23
1,778,199,1,3
1,400,143,1,22
1,825,201,1,1
1,189,146,1,22
1,226,143,1,23
1,240,143,1,22
1,911,74,3,5
1,94,198,1,1
1,569,74,5,5
1,920,189,4,1
1,42,74,3,5
1,31,199,1,1
1,157,98,1,23
1,775,74,2,1
1,926,72,1,5
1,898,74,4,1
1,787,213,4,5
1,566,213,2,5
1,925,72,1,5
1,406,138,2,22
1,2,85,1,8
1,787,213,8,5
1,15,189,3,1
1,769,48,1,1
1,680,189,2,1
1,798,199,1,1
1,926,72,1,5
1,60,72,1,5
1,267,143,1,23
1,101,202,6,1
1,42,74,2,5
1,42,74,1,5
1,887,93,1,23
1,429,143,1,22
1,911,74,6,5
1,349,143,2,23
1,927,189,1,1
1,51,213,4,5
1,227,143,1,22
1,927,189,1,1
1,352,143,1,22
1,689,36,1,1
1,143,143,2,23
1,108,202,9,5
1,371,98,1,22
1,752,202,3,5
1,129,143,1,22
1,775,74,4,5
1,15,189,6,1
1,110,153,1,3
1,51,211,3,1
1,735,90,1,11
1,836,129,1,29
1,352,143,1,22
1,752,64,1,5
1,775,74,4,5
1,768,72,2,5
1,101,202,6,1
1,85,199,1,1
1,764,204,2,5
1,911,211,2,5
1,107,199,1,1
1,739,74,6,5
1,775,213,30,5
1,238,143,1,23
1,732,90,1,11
1,739,74,4,5
1,659,213,8,5
1,325,141,1,22
1,170,98,1,23
1,898,74,4,1
1,566,213,4,5
1,131,98,9,23
1,17,48,2,1
1,97,199,1,1
1,601,124,1,37
1,39,189,1,1
1,400,100,2,22
1,290,98,1,23
1,75,213,16,5
1,764,74,1,5
1,19,74,5,5
1,920,48,2,1
1,925,211,1,5
1,112,189,2,1
1,56,189,2,1
1,659,74,2,5
1,8,213,12,5
1,614,211,4,5
1,798,199,1,1
1,605,124,1,37
1,787,213,14,5
1,764,213,5,5
1,774,199,1,1
1,407,138,1,22
1,879,115,1,3
1,433,98,4,23
1,18,211,3,5
1,320,143,2,22
1,229,143,2,22
1,857,189,4,1
1,8,213,15,5
1,913,72,2,5
1,650,189,2,1
1,51,213,6,5
1,702,189,1,1
1,64,72,1,1
1,86,74,1,5
1,764,204,1,1
1,110,153,1,3
1,920,189,2,1
1,659,199,1,5
1,686,204,1,1
1,680,189,1,1
1,787,74,2,5
1,764,213,8,5
1,107,199,1,1
1,926,72,1,5
1,16,48,1,1
1,566,213,4,5
1,131,143,19,22
1,911,213,2,5
1,159,99,1,23
1,112,189,2,1
1,605,124,1,37
1,97,48,2,1
1,42,74,2,5
1,354,143,3,22
1,680,189,2,1
1,860,74,2,5
1,911,211,2,5
1,292,99,3,22
1,290,98,1,23
1,881,189,2,1
1,265,143,1,22
1,793,199,2,3
1,402,99,1,23
1,363,93,1,23
1,367,99,2,22
1,686,204,1,1
1,680,189,1,1
1,297,98,1,23
1,911,211,2,5
1,926,72,1,5
1,520,32,1,0
1,585,48,2,1
1,657,48,1,1
1,887,93,1,23
1,86,74,8,5
1,467,138,1,22
1,920,48,2,1
1,283,143,1,22
1,292,99,3,22
1,66,48,1,1
1,657,48,1,1
1,363,93,1,23
1,282,143,2,22
1,407,143,1,23
1,764,74,1,5
1,876,73,1,1
1,363,93,1,22
1,297,138,1,22
1,402,146,2,22
1,644,74,1,5
1,400,100,2,22
1,787,213,14,5
1,856,48,2,1
1,86,213,2,5
1,605,124,1,37
1,707,217,1,1
1,769,189,1,1
1,760,189,2,1
1,678,189,1,1
1,569,74,10,5
1,93,48,1,1
1,111,49,1,1
1,764,204,2,5
1,606,166,1,30
1,602,124,2,37
1,240,143,1,22
1,110,153,1,3
1,911,211,2,5
1,704,189,1,1
1,695,115,3,1
1,21,48,1,1
1,911,213,2,5
1,229,98,1,22
1,876,213,1,1
1,292,143,2,22
1,836,120,2,28
1,21,48,1,1
1,648,205,2,11
1,752,202,3,5
1,292,144,1,22
1,834,127,21,29
1,39,189,2,1
1,101,202,6,1
1,92,199,1,1
1,93,48,1,1
1,282,143,2,22
1,402,146,2,22
1,400,143,1,22
1,157,98,1,23
1,787,213,4,5
1,163,98,1,22
1,242,143,2,22
1,313,144,2,22
1,42,74,2,5
1,735,90,1,11
1,769,189,1,1
1,592,136,2,11
1,145,143,1,22
1,622,48,3,1
1,659,74,3,5
1,876,73,1,1
1,27,199,1,3
1,744,48,1,1
1,659,213,13,5
1,172,98,1,22
1,407,138,1,22
1,32,48,1,1
1,51,213,12,5
1,115,203,2,1
1,110,153,1,3
1,8,213,15,5
1,66,48,1,1
1,418,146,3,23
1,418,146,3,23
1,920,48,2,1
1,881,199,1,1
1,769,48,1,1
1,85,199,2,1
1,731,85,1,0
1,418,146,3,23
1,592,136,2,11
1,379,143,1,23
1,75,74,3,5
1,86,74,1,5
1,780,48,1,1
1,689,36,2,1
1,857,189,4,1
1,19,74,5,5
1,840,172,2,28
1,107,199,1,1
1,669,199,2,1
1,163,98,1,22
1,592,136,2,11
1,786,213,15,5
1,51,74,3,5
1,739,74,6,5
1,764,213,10,5
1,143,132,2,22
1,406,138,2,22
1,775,74,4,5
1,856,48,2,1
1,648,199,1,1
1,911,213,12,5
1,325,94,2,23
1,911,213,8,5
1,653,48,2,1
1,920,48,2,1
1,154,98,1,23
1,242,143,2,22
1,739,213,2,5
1,115,203,2,1
1,898,74,1,5
1,682,190,3,0
1,652,199,1,1
1,171,48,2,1
1,678,189,1,1
1,145,143,1,22
1,354,143,3,22
1,572,48,2,1
1,704,189,1,1
1,16,48,1,1
1,51,213,12,5
1,915,72,1,5
1,739,213,30,5
1,887,93,1,23
1,633,49,8,1
1,659,74,3,5
1,15,189,6,1
1,18,72,2,5
1,602,170,1,37
1,838,127,1,28
1,171,48,2,1
1,31,48,1,1
1,51,213,12,5
1,731,85,1,0
1,774,199,1,1
1,659,213,8,5
1,406,143,1,22
1,292,144,1,22
1,735,90,1,11
1,363,93,1,22
1,445,143,3,22
1,183,144,1,22
1,108,202,9,5
1,775,74,4,5
1,178,98,2,23
1,242,98,4,23
1,445,100,2,22
1,445,143,3,22
1,787,74,2,5
1,622,48,3,1
1,566,213,4,5
1,918,115,1,4
1,911,211,2,5
1,602,124,2,37
1,286,98,2,23
1,614,74,1,5
1,606,127,1,28
1,760,189,4,1
1,795,48,2,1
1,659,211,2,5
1,394,143,1,23
1,825,201,1,1
1,310,143,2,23
1,766,64,1,5
1,840,172,2,28
1,60,72,1,5
1,757,190,1,1
1,520,32,1,0
1,97,199,1,1
1,520,32,1,0
1,288,143,1,22
1,876,213,1,1
1,732,90,1,11
1,86,213,2,5
1,101,74,3,5
1,407,143,1,23
1,15,189,1,1
1,644,74,2,5
1,42,74,5,5
1,778,199,2,3
1,297,138,1,22
1,152,138,1,23
1,171,48,1,1
1,768,72,1,5
1,31,48,1,1
1,75,213,16,5
1,34,48,3,1
1,8,211,2,5
1,659,74,2,5
1,752,213,4,5
1,605,166,2,28
1,75,74,3,5
1,31,199,1,1
1,170,98,1,23
1,774,217,1,1
1,85,199,1,1
1,893,73,4,1
1,795,48,2,1
1,920,48,2,1
1,86,74,2,5
1,798,199,1,1
1,166,98,1,22
1,744,48,1,1
1,689,36,2,1
1,145,143,1,22
1,731,85,1,0
1,764,74,1,5
1,410,132,2,22
1,325,94,2,23
1,659,199,1,5
1,669,199,2,1
1,682,190,3,0
1,42,74,2,5
1,166,98,1,22
1,17,48,2,1
1,166,98,3,22
1,110,153,1,3
1,159,99,1,23
1,429,143,1,23
1,8,74,1,5
1,75,213,10,5
1,739,213,32,5
1,64,72,2,1
1,764,213,10,5
1,429,143,1,22
1,134,140,1,22
1,633,49,8,1
1,585,48,2,1
1,833,126,22,28
1,26,198,1,1
1,349,143,2,23
1,833,171,2,28
1,775,74,1,5
1,918,115,1,4
1,775,213,30,5
1,659,213,13,5
1,27,199,1,3
1,445,143,3,22
1,157,98,1,23
1,42,74,3,5
1,115,203,1,1
1,18,72,2,5
1,918,115,1,4
1,183,144,1,22
1,402,146,5,22
1,363,93,1,23
1,292,99,3,22
1,585,48,2,1
1,75,74,3,5
1,242,98,4,23
1,653,48,3,1
1,614,74,1,5
1,52,211,2,1
1,744,48,4,1
1,860,74,2,5
1,764,74,1,5
1,887,95,2,23
1,833,127,5,30
1,101,202,6,1
1,56,189,1,1
1,775,74,2,1
1,101,74,7,5
1,86,74,1,5
1,768,72,1,5
1,786,74,6,5
1,39,189,2,1
1,229,98,1,22
1,66,48,1,1
1,75,72,3,5
1,768,72,1,5
1,115,203,2,1
1,584,48,1,1
1,857,48,3,1
1,744,48,1,1
1,27,199,5,1
1,920,189,2,1
1,876,73,1,1
1,585,48,1,1
1,112,189,1,1
1,881,199,1,1
1,915,72,1,5
1,42,74,5,5
1,8,211,2,5
1,290,98,1,23
1,569,213,24,5
1,101,213,45,1
1,290,98,1,23
1,301,143,2,23
1,707,217,1,1
1,267,143,1,23
1,856,48,2,1
1,739,74,4,5
1,26,204,1,1
1,911,213,2,5
1,695,115,3,1
1,34,48,2,1
1,644,74,3,5
1,20,143,1,22
1,573,48,3,1
1,566,213,2,5
1,97,199,1,1
1,573,48,3,1
1,267,143,1,23
1,579,202,1,5
1,8,211,1,5
1,766,64,3,5
1,912,84,1,19
1,613,211,2,5
1,775,74,2,1
1,787,213,16,5
1,918,115,1,3
1,407,138,1,22
1,325,141,1,22
1,166,98,3,22
1,66,48,3,1
1,20,93,1,22
1,787,213,2,5
1,39,189,4,1
1,51,213,6,5
1,648,205,2,11
1,143,143,2,23
1,739,213,4,5
1,606,166,1,30
1,787,74,2,5
1,178,98,2,23
1,189,146,1,22
1,165,143,1,23
1,112,199,2,1
1,405,143,1,22
1,840,172,2,28
1,51,74,3,5
1,97,199,1,1
1,131,143,19,22
1,695,115,1,1
1,42,74,2,5
1,42,74,3,5
1,764,72,5,5
1,695,115,3,3
1,795,48,2,1
1,704,189,1,1
1,920,48,2,1
1,739,74,4,5
1,288,143,1,22
1,93,48,1,1
1,42,74,2,5
1,809,19,2,8
1,833,127,2,29
1,675,49,1,1
1,732,137,1,11
1,775,74,4,5
1,143,143,2,23
1,47,189,2,1
1,18,211,3,5
1,86,213,2,5
1,251,143,1,23
1,707,216,1,1
1,926,72,1,5
1,431,143,1,22
1,313,144,2,22
1,334,146,1,22
1,108,64,2,5
1,739,74,2,5
1,752,202,3,5
1,115,203,1,1
1,8,211,4,5
1,925,64,1,5
1,644,74,2,5
1,283,143,1,22
1,31,199,1,1
1,325,141,1,22
1,111,49,1,1
1,881,189,2,1
1,42,74,2,5
1,686,64,5,1
1,659,74,3,5
1,836,171,5,30
1,752,64,1,5
1,143,132,2,22
1,294,143,1,23
1,836,171,5,30
1,584,48,1,1
1,407,138,1,22
1,653,48,2,1
1,313,144,2,22
1,920,189,1,1
1,101,74,7,5
1,379,143,1,23
1,572,48,2,1
1,42,74,3,5
1,898,74,2,5
1,876,73,1,1
1,840,172,2,28
1,659,74,2,5
1,786,74,3,5
1,825,201,1,1
1,644,74,1,5
1,644,74,1,5
1,920,48,2,1
1,606,166,1,30
1,99,73,4,1
1,795,48,2,1
1,857,48,3,1
1,259,143,1,23
1,277,143,2,23
1,606,166,3,28
1,283,143,1,22
1,277,143,2,23
1,131,143,19,22
1,606,127,1,28
1,134,98,1,23
1,927,48,2,1
1,159,99,1,23
1,17,48,2,1
1,926,72,1,5
1,774,48,3,1
1,752,213,4,5
1,880,48,1,1
1,709,213,2,5
1,920,199,1,1
1,648,205,2,10
1,678,48,3,1
1,793,199,2,3
1,775,74,5,1
1,566,74,2,5
1,760,189,7,1
1,928,189,2,1
1,920,189,1,1
1,433,98,4,23
1,680,189,2,1
1,99,73,4,1
1,838,127,1,28
1,265,143,1,22
1,833,171,2,28
1,744,48,1,1
1,51,211,3,1
1,107,199,1,1
1,42,74,1,5
1,320,143,2,22
1,659,199,1,5
1,15,189,5,1
1,92,199,1,1
1,880,48,2,1
1,769,189,1,1
1,227,143,1,22
1,911,211,2,5
1,394,143,1,23
1,227,143,1,22
1,42,74,8,5
1,370,144,5,23
1,274,132,1,23
1,110,153,1,3
1,925,64,1,5
1,257,143,2,22
1,757,190,1,1
1,613,211,2,5
1,108,202,10,5
1,230,143,2,23
1,860,74,5,5
1,325,139,3,23
1,836,126,2,28
1,799,199,1,1
1,66,48,1,1
1,898,74,2,5
1,887,95,2,23
1,405,143,1,22
1,520,32,1,0
1,56,189,2,1
1,775,74,1,5
1,86,74,2,5
1,8,213,12,5
1,39,189,1,1
1,213,98,1,22
1,320,143,2,22
1,56,189,1,1
1,42,74,2,5
1,51,213,5,5
1,182,143,1,22
1,821,199,2,1
1,145,143,1,22
1,42,74,1,5
1,918,115,1,3
1,775,74,2,1
1,844,188,3,1
1,226,143,1,23
1,294,143,1,23
1,297,138,1,22
1,97,199,1,1
1,731,85,3,0
1,32,189,1,1
1,182,143,1,22
1,644,74,2,5
1,42,74,8,5
1,17,48,2,1
1,295,98,1,22
1,292,143,2,22
1,735,90,1,11
1,75,74,3,5
1,171,48,2,1
1,86,74,8,5
1,799,199,1,1
1,251,143,1,23
1,644,74,4,5
1,833,126,22,28
1,131,98,9,23
1,632,49,8,1
1,695,115,3,1
1,925,64,1,5
1,288,143,1,22
1,257,143,3,22
1,778,199,1,3
1,363,93,1,23
1,60,74,3,5
1,371,98,1,22
1,898,74,1,5
1,606,166,1,30
1,739,213,4,5
1,880,48,2,1
1,20,93,1,22
1,702,189,1,1
1,769,189,1,1
1,769,189,1,1
1,766,64,3,5
1,915,72,1,5
1,242,98,4,23
1,833,166,4,29
1,274,132,1,23
1,858,73,4,1
1,230,100,1,22
1,569,74,4,5
1,799,199,1,1
1,764,72,5,5
1,17,48,2,1
1,775,74,1,5
1,60,72,1,5
1,927,48,1,1
1,704,199,1,1
1,297,138,1,22
1,644,74,1,5
1,246,98,24,22
1,838,171,1,29
1,760,189,7,1
1,648,205,2,10
1,764,213,10,5
1,288,143,1,22
1,676,189,2,1
1,410,132,1,23
1,659,74,2,5
1,108,202,5,5
1,636,190,4,1
1,702,199,1,1
1,834,127,21,29
1,159,99,1,23
1,911,74,2,5
1,769,189,1,1
1,292,143,2,22
1,702,189,1,1
1,918,199,1,3
1,325,94,2,23
1,101,213,45,1
1,326,144,2,22
1,709,213,8,5
1,744,48,1,1
1,75,72,3,5
1,913,72,2,5
1,911,74,3,5
1,431,143,1,22
1,310,143,2,23
1,8,211,1,5
1,774,199,1,1
1,431,143,1,22
1,605,172,1,28
1,744,48,1,1
1,60,72,1,5
1,879,115,1,3
1,51,211,3,1
1,51,213,12,5
1,798,199,1,1
1,622,48,3,1
1,787,74,2,5
1,920,199,1,1
1,659,211,2,5
1,292,99,3,22
1,51,213,4,5
1,678,48,3,1
1,913,72,2,5
1,569,74,4,5
1,445,145,1,23
1,97,48,1,1
1,20,143,1,22
1,836,129,1,29
1,292,99,3,22
1,731,85,1,0
1,379,143,1,23
1,134,138,1,23
1,584,48,1,1
1,928,189,2,1
1,870,211,9,5
1,47,189,2,1
1,680,189,1,1
1,170,98,1,23
1,773,48,3,1
1,787,74,2,5
1,111,49,1,1
1,836,126,2,28
1,445,145,1,23
1,42,74,3,5
1,178,98,2,23
1,844,137,1,11
1,622,48,3,1
1,893,73,2,1
1,709,213,8,5
1,707,48,1,1
1,101,202,6,1
1,787,213,8,5
1,42,74,1,5
1,774,218,3,1
1,51,213,4,5
1,690,68,1,1
1,97,199,1,1
1,363,93,1,23
1,690,204,1,1
1,320,143,2,22
1,51,213,5,5
1,764,204,1,1
1,51,213,12,5
1,893,73,2,1
1,678,48,3,1
1,292,144,1,22
1,840,172,2,28
1,774,218,3,1
1,240,143,1,22
1,659,74,3,5
1,793,199,2,3
1,926,72,1,5
1,713,189,1,1
1,60,74,3,5
1,648,205,6,11
1,648,205,6,11
1,773,48,3,1
1,927,48,2,1
1,436,143,5,23
1,166,98,3,22
1,881,199,1,1
1,143,143,2,23
1,569,74,10,5
1,325,94,2,23
1,833,126,22,28
1,709,213,2,5
1,97,199,2,1
1,354,143,3,22
1,325,141,1,22
1,398,98,1,22
1,93,48,1,1
1,925,64,1,5
1,75,213,6,5
1,294,143,1,23
1,915,72,1,5
1,402,146,5,22
1,606,166,3,28
1,230,100,1,22
1,101,74,3,5
1,240,143,1,22
1,93,51,1,1
1,15,189,6,1
1,101,202,6,1
1,31,199,1,1
1,911,74,6,5
1,433,98,4,23
1,614,211,2,5
1,911,213,10,5
1,89,48,1,1
1,786,213,15,5
1,787,213,14,5
1,42,74,2,5
1,75,213,10,5
1,400,143,1,23
1,101,213,45,1
1,569,74,10,5
1,857,189,4,1
1,297,138,1,22
1,19,74,5,5
1,238,143,1,23
1,134,138,1,23
1,825,201,1,1
1,400,143,1,23
1,85,199,2,1
1,97,199,1,1
1,644,74,4,5
1,364,94,1,22
1,695,48,3,1
1,33,48,2,1
1,146,132,2,22
1,585,48,2,1
1,566,213,4,5
1,101,74,7,5
1,764,213,8,5
1,911,74,2,5
1,911,213,2,5
1,297,138,1,22
1,786,74,3,5
1,282,143,2,22
1,833,127,2,29
1,633,49,8,1
1,75,213,10,5
1,292,143,4,23
1,798,199,1,1
1,918,115,1,3
1,744,48,1,1
1,51,213,5,5
1,569,74,4,5
1,840,171,1,28
1,145,143,1,22
1,265,143,1,22
1,379,143,1,23
1,145,143,1,22
1,911,211,2,5
1,911,211,2,5
1,20,101,1,22
1,326,144,2,22
1,920,189,1,1
1,876,73,1,1
1,16,48,1,1
1,760,189,4,1
1,881,48,4,1
1,732,90,1,11
1,731,85,1,0
1,183,144,1,23
1,833,127,2,28
1,15,48,2,1
1,858,73,4,1
1,731,85,1,0
1,20,93,1,22
1,799,199,1,1
1,764,204,2,5
1,840,172,4,28
1,815,64,1,1
1,690,204,1,1
1,108,202,5,5
1,178,98,2,23
1,97,48,1,1
1,115,203,2,1
1,85,199,1,1
1,433,98,4,23
1,602,124,2,37
1,927,189,3,1
1,787,213,16,5
1,279,101,1,22
1,860,74,5,5
1,51,213,4,5
1,787,213,2,5
1,277,143,2,23
1,920,48,2,1
1,780,48,1,1
1,572,48,2,1
1,659,199,1,5
1,297,138,1,22
1,856,48,2,1
1,927,48,2,1
1,731,85,1,0
1,286,98,2,23
1,764,204,2,5
1,911,213,8,5
1,52,211,2,1
1,605,124,1,37
1,911,74,3,5
1,31,199,1,1
1,702,48,5,1
1,605,172,1,28
1,585,48,1,1
1,606,166,3,28
1,7,211,6,5
1,838,127,1,28
1,702,189,1,1
1,101,74,3,5
1,111,49,1,1
1,361,93,1,22
1,97,199,1,1
1,17,48,1,1
1,267,143,1,23
1,277,143,2,23
1,26,198,1,1
1,85,199,2,1
1,146,132,2,22
1,97,199,2,1
1,858,73,4,1
1,840,172,2,28
1,418,146,3,23
1,182,143,1,22
1,887,93,1,23
1,85,199,1,1
1,833,126,22,28
1,773,48,3,1
1,787,213,16,5
1,64,72,1,1
1,614,211,2,5
1,920,189,1,1
1,286,98,2,23
1,159,99,1,23
1,786,213,15,5
1,18,211,3,5
1,32,48,1,1
1,60,72,1,5
1,798,199,1,1
1,398,98,1,23
1,257,143,2,22
1,833,126,22,28
1,764,64,1,5
1,64,72,1,1
1,139,143,1,23
1,606,127,2,30
1,27,199,1,3
1,739,74,2,5
1,64,72,2,1
1,653,48,3,1
1,86,74,8,5
1,786,74,1,5
1,18,211,11,5
1,702,48,5,1
1,787,74,3,5
1,142,89,1,10
1,707,48,1,1
1,154,98,1,23
1,112,189,2,1
1,301,143,2,22
1,860,74,2,5
1,926,72,1,5
1,848,213,1,1
1,400,143,1,22
1,569,213,24,5
1,12,204,7,1
1,707,48,1,1
1,108,202,5,5
